Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
614335	"Arthrogryposis, Distal, Type 1b"	160794	MYBPC1	Mybpc1	1	1	PS108120	"Arthrogryposis, distal"	1	1		['fast.muscle.cell']	['striated.muscle.cell']
614340	"Mental Retardation, Autosomal Recessive 27"	610350	LINS1	Lins1	1	1	PS249500	"Mental retardation, autosomal recessive"	1	0			
614369	"Peripheral Neuropathy, Myopathy, Hoarseness, And Hearing Loss"	608568	MYH14	Myh14	1	1			1	0			
614373	"Amyotrophic Lateral Sclerosis 16, Juvenile"	601978	SIGMAR1	Sigmar1	1	1	PS105400	Amyotrophic lateral sclerosis	1	1			
614381	"Leukodystrophy, Hypomyelinating, 8, With Or Without Oligodontia And/orhypogonadotropic Hypogonadism"	614366	POLR3B	Polr3b	1	1	PS312080	"Leukodystrophy, hypomyelinating"	0	0			
614388	"Encephalopathy, Lethal, Due To Defective Mitochondrial And Peroxisomalfission"	603850	DNM1L	Dnm1l	1	1	PS614388	Encephalopathy due to defective mitochondrial and peroxisomal fission	1	1			
614399	"Myopathy, Areflexia, Respiratory Distress, And Dysphagia, Early-onset"	612453	MEGF10	Megf10	1	1			1	1		['skeletal.muscle.satellite.stem.cell']	['skeletal.muscle.satellite.cell']
614409	"Spastic Paraplegia 46, Autosomal Recessive"	609471	GBA2	Gba2	1	1	PS303350	Spastic paraplegia	1	0			
614424	Joubert Syndrome 14	614423	TMEM237	Tmem237	1	1	PS213300	Joubert syndrome	1	0			
614436	"Charcot-marie-tooth Disease, Axonal, Type 2p"	610933	LRSAM1	Lrsam1	1	1	PS118220	Charcot-Marie-Tooth disease	0	0			
614437	"Cutis Laxa, Autosomal Recessive, Type Ib"	604633	EFEMP2	Efemp2	1	1	PS123700	Cutis laxa	1	1			
614438	"Cutis Laxa, Autosomal Recessive, Type Iiib"	179035	PYCR1	Pycr1	1	1	PS123700	Cutis laxa	0	0			
614450	"Hypothyroidism, Congenital, Nongoitrous, 6"	190120	THRA	Thra	1	1	PS275200	"Hypothyroidism, congenital, nongoitrous"	1	1		['smooth.muscle.cell']	['pericyte.cell']
614455	"Charcot-marie-tooth Disease, Dominant Intermediate E"	610982	INF2	Inf2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
614457	"Ichthyosis, Spastic Quadriplegia, And Mental Retardation"	605512	ELOVL4	Elovl4	1	1			0	0			
614458	Thiamine Metabolism Dysfunction Syndrome 5 (episodic Encephalopathy Type)	606370	TPK1	Tpk1	1	1	PS249270	Thiamine-responsive dysfunction syndrome	1	0		['macrophage']	
614462	"Hyperglycinemia, Lactic Acidosis, And Seizures"	607031	LIAS	Lias	1	1	PS312170	Pyruvate dehydrogenase complex deficiency	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614464	Joubert Syndrome 15	610523	CEP41	Cep41	1	1	PS213300	Joubert syndrome	1	0			
614482	"Congenital Cataracts, Hearing Loss, And Neurodegeneration"	603690	SLC33A1	Slc33a1	1	1			1	0			
614483	Porencephaly 2	120090	COL4A2	Col4a2	1	1	PS175780	Brain small vessel disease	1	1		['mesenchymal.stem.cell']	
614487	"Spastic Ataxia 5, Autosomal Recessive"	604581	AFG3L2	Afg3l2	1	1	PS108600	Spastic ataxia	1	1			
614498	"Rigidity And Multifocal Seizure Syndrome, Lethal Neonatal"	614506	BRAT1	Brat1	1	1			1	0			
614501	"Psychomotor Retardation, Epilepsy, And Craniofacial Dysmorphism"	608241	SNIP1	Snip1	1	1			1	0			
614507	"Congenital Disorder Of Glycosylation, Type Ir"	602202	DDOST	Ddost	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
614557	"Ehlers-danlos Syndrome With Progressive Kyphoscoliosis, Myopathy,and Hearing Loss"	614505	FKBP14	Fkbp14	1	1	PS130000	Ehlers-Danlos syndrome	1	1	Yes	['tendon.cell']	
614558	"Epileptic Encephalopathy, Early Infantile, 13"	600702	SCN8A	Scn8a	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
614559	Infantile Cerebellar-retinal Degeneration	100850	ACO2	Aco2	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614561	"Leukoencephalopathy, Brain Calcifications, And Cysts"	616663	SNORD118		1	1			0	0			
614563	"Mental Retardation, Autosomal Dominant 13"	600112	DYNC1H1	Dync1h1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
614576	"Congenital Disorder Of Glycosylation, Type Iil"	606977	COG6	Cog6	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	0			
614594	"Palmoplantar Keratoderma, Mutilating, With Periorificial Keratoticplaques"	607066	TRPV3	Trpv3	1	1	PS614594	Olmsted syndrome	0	0			
614607	Coffin-siris Syndrome 2	603024	ARID1A	Arid1a	1	1	PS135900	Coffin-Siris syndrome	1	1			
614607	Coffin-siris Syndrome 2	603024	ARID1A	Arid1a	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
614608	Coffin-siris Syndrome 3	601607	SMARCB1	Smarcb1	1	1	PS135900	Coffin-Siris syndrome	1	1			
614608	Coffin-siris Syndrome 3	601607	SMARCB1	Smarcb1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
614609	Coffin-siris Syndrome 4	603254	SMARCA4	Smarca4	1	1	PS135900	Coffin-Siris syndrome	1	1			
614609	Coffin-siris Syndrome 4	603254	SMARCA4	Smarca4	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
614618	Hyperekplexia 3	604159	SLC6A5	Slc6a5	1	1	PS149400	Hyperekplexia	0	0			
614619	Hyperekplexia 2	138492	GLRB	Glrb	1	1	PS149400	Hyperekplexia	1	0			
614643	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 7"	614631	CRPPA	Crppa	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	0	0			
614652	"Coenzyme Q10 Deficiency, Primary, 3"	610564	PDSS2	Pdss2	1	1	PS607426	"Coenzyme Q10 deficiency, primary"	1	0	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614653	"Neuropathy, Hereditary Sensory And Autonomic, Type Vi"	113810	DST		1	1	PS162400	Hereditary sensory and autonomic neuropathy	1	0			
614654	"Coenzyme Q10 Deficiency, Primary, 5"	612837	COQ9	Coq9	1	1	PS607426	"Coenzyme Q10 deficiency, primary"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614678	"Pontocerebellar Hypoplasia, Type 1b"	606489	EXOSC3	Exosc3	1	1	PS607596	Pontocerebellar hypoplasia	1	1			
614702	Combined Oxidative Phosphorylation Deficiency 10	614667	MTO1	Mto1	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	1		['slow.muscle.cell']	['striated.muscle.cell']
614707	Brown-vialetto-van Laere Syndrome 2	607882	SLC52A2	Slc52a2	1	1	PS211530	Brown-Vialetto-Van Laere syndrome	1	0			
614727	"Congenital Disorder Of Glycosylation, Type Iik"	614726	TMEM165	Tmem165	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1			
614739	"3-@methylglutaconic Aciduria With Deafness, Encephalopathy, And Leigh-likesyndrome"	614725	SERAC1	Serac1	1	1	PS250950	3-Methylglutaconic aciduria	0	0			
614741	Mitochondrial Pyruvate Carrier Deficiency	614738	MPC1	Mpc1	1	1			1	0			
614744	"Facial Paresis, Hereditary Congenital, 3"	142968	HOXB1	Hoxb1	1	1	PS601471	"Facial paresis, hereditary congenital"	0	0			
614749	Hyperphosphatasia With Mental Retardation Syndrome 2	614730	PIGO	Pigo	1	1	PS239300	Hyperphosphatasia with mental retardation syndrome	0	0			
614750	"Myasthenic Syndrome, Congenital, 13, With Tubular Aggregates"	191350	DPAGT1	Dpagt1	1	1	PS601462	"Myasthenic syndrome, congenital"	1	1	Yes		
614750	"Myasthenic Syndrome, Congenital, 13, With Tubular Aggregates"	191350	DPAGT1	Dpagt1	1	1	PS610542	"Myasthenic syndrome, congenital, with tubular aggregates"	1	1	Yes		
614751	"Neuronopathy, Distal Hereditary Motor, Type Vb"	609139	REEP1	Reep1	1	1			1	1		"['endothelial.cell.of.lymphatic.vessel', 'smooth.muscle.cell']"	['endothelial.cell.of.lymphatic.vessel']
614753	Sotos Syndrome 2	164005	NFIX	Nfix	1	1	PS117550	Sotos syndrome	1	1			
614756	"Cerebellar Ataxia, Nonprogressive, With Mental Retardation"	611501	CAMTA1	Camta1	1	1			1	1		['smooth.muscle.cell']	
614807	"Myopathy, Centronuclear, 4"	614666	CCDC78	Ccdc78	1	1	PS160150	"Myopathy, centronuclear"	0	0			
614808	Amyotrophic Lateral Sclerosis 18	176610	PFN1	Pfn1	1	1	PS105400	Amyotrophic lateral sclerosis	1	1			
614813	"Short Stature, Onychodysplasia, Facial Dysmorphism, And Hypotrichosis"	614783	POC1A	Poc1a	1	1			0	1			
614815	Joubert Syndrome 18	613847	TCTN3	Tctn3	1	1	PS213300	Joubert syndrome	1	0			
614816	"Loeys-dietz Syndrome, Type 4"	190220	TGFB2	Tgfb2	1	1	PS609192	Loeys-Dietz syndrome	1	1			
614830	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 8"	614828	POMGNT2	Pomgnt2	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	0	0			
614831	"Spinocerebellar Ataxia, Autosomal Recessive 13"	604473	GRM1	Grm1	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	0	0			
614833	"Microcephaly, Short Stature, And Polymicrogyria With Or Without Seizures"	610436	RTTN	Rttn	1	1			0	0			
614856	"Osteogenesis Imperfecta, Type Xiii"	112264	BMP1	Bmp1	1	1	PS166200	Osteogenesis imperfecta	1	1		['pericyte.cell']	
614857	"Methylmalonic Aciduria And Homocystinuria, Cblj Type"	603214	ABCD4	Abcd4	1	1			1	1		['endothelial.cell.of.vascular.tree']	
614859	Peroxisome Biogenesis Disorder 3a (zellweger)	601758	PEX12	Pex12	1	1	PS214100	Peroxisome biogenesis disorder	0	0			
614862	Peroxisome Biogenesis Disorder 4a (zellweger)	601498	PEX6	Pex6	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614863	Peroxisome Biogenesis Disorder 4b	601498	PEX6	Pex6	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614866	Peroxisome Biogenesis Disorder 5a (zellweger)	170993	PEX2	Pex2	1	1	PS214100	Peroxisome biogenesis disorder	1	0			
614867	Peroxisome Biogenesis Disorder 5b	170993	PEX2	Pex2	1	1	PS214100	Peroxisome biogenesis disorder	1	0			
614870	Peroxisome Biogenesis Disorder 6a (zellweger)	602859	PEX10	Pex10	1	1	PS214100	Peroxisome biogenesis disorder	0	0			
614871	Peroxisome Biogenesis Disorder 6b	602859	PEX10	Pex10	1	1	PS214100	Peroxisome biogenesis disorder	0	0			
614872	Peroxisome Biogenesis Disorder 7a (zellweger)	608666	PEX26	Pex26	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614873	Peroxisome Biogenesis Disorder 7b	608666	PEX26	Pex26	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614876	Peroxisome Biogenesis Disorder 8a (zellweger)	603360	PEX16	Pex16	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614877	Peroxisome Biogenesis Disorder 8b	603360	PEX16	Pex16	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614879	Peroxisome Biogenesis Disorder 9b	601757	PEX7	Pex7	1	1	PS214100	Peroxisome biogenesis disorder	0	1			
614881	"Spinal Muscular Atrophy, Distal, Autosomal Recessive, 5"	604139	DNAJB2	Dnajb2	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614882	Peroxisome Biogenesis Disorder 10a (zellweger)	603164	PEX3	Pex3	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614883	Peroxisome Biogenesis Disorder 11a (zellweger)	601789	PEX13	Pex13	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614885	Peroxisome Biogenesis Disorder 11b	601789	PEX13	Pex13	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614886	Peroxisome Biogenesis Disorder 12a (zellweger)	600279	PEX19	Pex19	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
614887	Peroxisome Biogenesis Disorder 13a (zellweger)	601791	PEX14	Pex14	1	1	PS214100	Peroxisome biogenesis disorder	0	1			
614895	"Charcot-marie-tooth Disease, Demyelinating, Type 4f"	605725	PRX	Prx	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
614898	"Spastic Paraplegia 53, Autosomal Recessive"	609927	VPS37A	Vps37a	1	1	PS303350	Spastic paraplegia	1	1			
614915	Lethal Congenital Contracture Syndrome 4	160794	MYBPC1	Mybpc1	1	1	PS253310	Lethal congenital contracture syndrome	1	1			
614920	Peroxisome Biogenesis Disorder 14b	603867	PEX11B	Pex11b	1	1	PS214100	Peroxisome biogenesis disorder	0	1			
614921	"Congenital Disorder Of Glycosylation, Type It"	171900	PGM1	Pgm1	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
614922	Combined Oxidative Phosphorylation Deficiency 11	614917	RMND1	Rmnd1	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	0		['slow.muscle.cell']	['striated.muscle.cell']
614924	Combined Oxidative Phosphorylation Deficiency 12	612799	EARS2	Ears2	1	1	PS609060	Combined oxidative phosphorylation deficiency	0	0		['slow.muscle.cell']	['striated.muscle.cell']
614932	Combined Oxidative Phosphorylation Deficiency 13	610316	PNPT1	Pnpt1	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	0		['slow.muscle.cell']	['striated.muscle.cell']
614937	"Myoclonus, Familial Cortical"	605235	NOL3	Nol3	1	1	PS614937	"Myoclonus, Familial"	0	0			
614946	Combined Oxidative Phosphorylation Deficiency 14	611592	FARS2	Fars2	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	1		['slow.muscle.cell']	['striated.muscle.cell']
614947	Combined Oxidative Phosphorylation Deficiency 15	611766	MTFMT	Mtfmt	1	1	PS609060	Combined oxidative phosphorylation deficiency	0	0		['slow.muscle.cell']	['striated.muscle.cell']
614959	"Epileptic Encephalopathy, Early Infantile, 14"	608167	KCNT1	Kcnt1	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
614961	"Pontocerebellar Hypoplasia, Type 8"	164010	CHMP1A	Chmp1a	1	1	PS607596	Pontocerebellar hypoplasia	1	1			
614969	"Pontocerebellar Hypoplasia, Type 7"	613931	TOE1	Toe1	1	1	PS607596	Pontocerebellar hypoplasia	1	0			
614976	Carpenter Syndrome 2	604267	MEGF8	Megf8	1	1	PS201000	Carpenter syndrome	0	0			
615006	"Epileptic Encephalopathy, Early Infantile, 15"	606494	ST3GAL3	St3gal3	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
615009	Schuurs-hoeijmakers Syndrome	607492	PACS1	Pacs1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
615025	"Charcot-marie-tooth Disease, Axonal, Type 2q"	614984	DHTKD1	Dhtkd1	1	1	PS118220	Charcot-Marie-Tooth disease	1	0			
615030	"Spastic Paraplegia 56, Autosomal Recessive"	610670	CYP2U1	Cyp2u1	1	1	PS303350	Spastic paraplegia	1	0			
615031	"Spastic Paraplegia 49, Autosomal Recessive"	615000	TECPR2	Tecpr2	1	1	PS303350	Spastic paraplegia	1	0			
615033	"Spastic Paraplegia 54, Autosomal Recessive"	615003	DDHD2	Ddhd2	1	1	PS303350	Spastic paraplegia	1	1			
615034	Dystonia 24	610110	ANO3	Ano3	1	1	PS128100	Dystonia	0	0			
615035	"Spastic Paraplegia 55, Autosomal Recessive"	613541	MTRFR	Mtrfr	1	1	PS303350	Spastic paraplegia	0	0			
615041	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 10"	605862	RXYLT1	Rxylt1	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	1	0			
615042	"Congenital Disorder Of Glycosylation, Type Iu"	603564	DPM2	Dpm2	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
615043	"Spastic Paraplegia 43, Autosomal Recessive"	614297	C19orf12	1600014C10Rik	1	1	PS303350	Spastic paraplegia	1	0			
615048	"Spinal Muscular Atrophy, Jokela Type"	615903	CHCHD10	Chchd10	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
615065	"Arthrogryposis, Distal, Type 5d"	605896	ECEL1	Ecel1	1	1	PS108120	"Arthrogryposis, distal"	0	0		['fast.muscle.cell']	['striated.muscle.cell']
615073	Dystonia 25	139312	GNAL	Gnal	1	1	PS128100	Dystonia	1	0			
615074	"Mental Retardation, Autosomal Dominant 18"	614998	GATAD2B	Gatad2b	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
615075	"Mental Retardation, Autosomal Dominant 19"	116806	CTNNB1	Ctnnb1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
615084	Mitochondrial Dna Depletion Syndrome 11	615076	MGME1	Mgme1	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	0	Yes		
615085	"Osteopetrosis, Autosomal Recessive 8"	614780	SNX10	Snx10	1	1	PS259700	"Osteopetrosis, autosomal recessive"	1	1		['macrophage']	
615095	"Microcephaly 10, Primary, Autosomal Recessive"	610827	ZNF335	Zfp335	1	1	PS251200	"Microcephaly, primary autosomal recessive"	1	0			
615119	"Cardioencephalomyopathy, Fatal Infantile, Due To Cytochrome C Oxidase Deficiency 2"	603646	COX15	Cox15	1	1	PS220110	"Mitochondrial complex IV deficiency, nuclear-type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
615120	"Myasthenic Syndrome, Congenital, 8"	103320	AGRN	Agrn	1	1	PS601462	"Myasthenic syndrome, congenital"	1	1	Yes		
615156	"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions,autosomal Dominant, 6"	601810	DNA2	Dna2	1	1	PS157640	Progressive external ophthalmoplegia with mtDNA deletions	0	0			
615157	"Mitochondrial Complex Iii Deficiency, Nuclear Type 2"	613814	TTC19	Ttc19	1	1	PS124000	"Mitochondrial complex III deficiency, nuclear type"	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
615159	"Mitochondrial Complex Iii Deficiency, Nuclear Type 4"	612080	UQCRQ	Uqcrq	1	1	PS124000	"Mitochondrial complex III deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
615181	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 11"	610194	B3GALNT2	B3galnt2	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	1	1			
615182	Combined D-2- And L-2-hydroxyglutaric Aciduria	190315	SLC25A1		1	1			1	0			
615191	Lissencephaly 5	150240	LAMB1	Lamb1	1	1	PS607432	Lissencephaly	1	1			
615217	Ataxia-oculomotor Apraxia 3	611317	PIK3R5	Pik3r5	1	1			1	1		['macrophage']	"['monocyte.derived.dendritic.cell', 'macrophage']"
615249	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 12"	615247	POMK	Pomk	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	0	0			
615273	Congenital Disorder Of Deglycosylation	610661	NGLY1	Ngly1	1	1			1	1		['slow.muscle.cell']	['striated.muscle.cell']
615281	Hypomyelination With Brainstem And Spinal Cord Involvement And Legspasticity	603084	DARS1	Dars	1	1			0	1			
615282	"Cortical Dysplasia, Complex, With Other Brain Malformations 2"	604593	KIF5C	Kif5c	1	1	PS614039	"Cortical dysplasia, complex, with other brain malformations"	1	0			
615284	"Charcot-marie-tooth Disease, Type 4b3"	603560	SBF1	Sbf1	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
615286	"Mental Retardation, Autosomal Recessive 36"	615302	ADAT3	Adat3	1	1	PS249500	"Mental retardation, autosomal recessive"	0	0			
615287	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eye Anomalies), Type A, 13"	605517	B4GAT1	B4gat1	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	1	0			
615290	"Spinal Muscular Atrophy, Lower Extremity-predominant, 2, Autosomaldominant"	609797	BICD2	Bicd2	1	1	PS158600	"Spinal muscular atrophy, lower extremity-predominant"	1	1			
615330	Multiple Mitochondrial Dysfunctions Syndrome 3	615316	IBA57	Iba57	1	1	PS605711	Multiple mitochondrial dysfunctions syndrome	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
615338	"Epileptic Encephalopathy, Early Infantile, 16"	613577	TBC1D24	Tbc1d24	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
615348	Nemaline Myopathy 8	615340	KLHL40	Klhl40	1	1	PS161800	Nemaline myopathy	1	0	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
615349	"Ehlers-danlos Syndrome, Progeroid Type, 2"	615291	B3GALT6	B3galt6	1	1	PS130000	Ehlers-Danlos syndrome	1	1		['tendon.cell']	
615350	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 14"	615320	GMPPB	Gmppb	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	1	1			
615351	"Muscular Dystrophy-dystroglycanopathy (congenital With Mental Retardation),type B, 14"	615320	GMPPB	Gmppb	1	1	PS613155	"Muscular dystrophy-dystroglycanopathy, type B"	1	1			
615352	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 14"	615320	GMPPB	Gmppb	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
615352	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 14"	615320	GMPPB	Gmppb	1	1	PS609308	"Muscular dystrophy-dystroglycanopathy, type C"	1	1	Yes		
615356	"Muscular Dystrophy, Limb-girdle, Type 2s"	614138	TRAPPC11	Trappc11	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	0	Yes		
615361	"Hypocalcemia, Autosomal Dominant 2"	139313	GNA11	Gna11	1	1	PS601198	Hypocalcemia	1	1		['capillary.endothelial.cell']	['capillary.endothelial.cell']
615368	Lethal Congenital Contracture Syndrome 5	602378	DNM2	Dnm2	1	1	PS253310	Lethal congenital contracture syndrome	1	1			
615376	"Charcot-marie-tooth Disease, Recessive Intermediate C"	611101	PLEKHG5	Plekhg5	1	1	PS118220	Charcot-Marie-Tooth disease	0	1			
615381	"Mandibular Hypoplasia, Deafness, Progeroid Features, And Lipodystrophysyndrome"	174761	POLD1	Pold1	1	1			0	1			
615386	"Spinocerebellar Ataxia, Autosomal Recessive 14"	604985	SPTBN2	Sptbn2	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	0	0			
615398	Multiple Congenital Anomalies-hypotonia-seizures Syndrome 3	610272	PIGT	Pigt	1	1	PS614080	Multiple congenital anomalies-hypotonia-seizures syndrome	1	1	Yes		
615411	"Cortical Dysplasia, Complex, With Other Brain Malformations 3"	602591	KIF2A	Kif2a	1	1	PS614039	"Cortical dysplasia, complex, with other brain malformations"	1	1			
615412	"Cortical Dysplasia, Complex, With Other Brain Malformations 4"	191135	TUBG1	Tubg1	1	1	PS614039	"Cortical dysplasia, complex, with other brain malformations"	1	1			
615418	Mitochondrial Dna Depletion Syndrome 12 (cardiomyopathic Type)	103220	SLC25A4	Slc25a4	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	1	Yes		
615419	"Hypotonia, Infantile, With Psychomotor Retardation And Characteristicfacies"	611549	NALCN	Nalcn	1	1	PS615419	"Hypotonia, infantile, with psychomotor retardation and characteristic facies"	0	0	Yes		
615422	Inclusion Body Myopathy With Early-onset Paget Disease With Or Without Frontotemporal Dementia 2	600124	HNRNPA2B1	Hnrnpa2b1	1	1	PS167320	Inclusion body myopathy/Paget disease/frontotemporal dementia	1	1			
